user_id,user_name,password,address,wine_type,bold,tannic,sweet,acidic,embeddings
717,dtaye58,iTGZf6ZLnlH,¿À·æµ¿,White,0.6,0.2,0.6,0.2,X4zA})^%>bj$v89de8#DV2C2WL6j#zMS*QUd>w~B;?}o6nq3(`3gf&#ezkSK`1}Pxe(jGxN`>w}+u~q9+Bs%Fq8o)iE6gOnP%u2d4=1-jMOPC((3j6W1VF7nB3a`;*1hsR#|p$heTcBX_~_O?vS=wkq(de^%Dsv{Ql@~vm8F(H&@JUZH&vLwVDG>^)o`A_8eT!aa1>NM9U0v}!bs&m-8yQ&5*@KU?Z)oD$ae`p0JLO4=K{z*-clexf(@xXAhi`hE==-0g;WPXwjUZmL!{n4Pp~~b^6v(}B@O02Y8~@Gu-OE^ijNh)Z7g^{N~5<v>Jzs=W-m&=4QWolu68FsYJLO1TP8!l4sp&uYU&(6mAi&N2JZ7duJ(n$_^2Dd%@iKLSYm`ci_)+?zO{`%YGt**g|x#yzE%D|E9zW7%DZ+yBZp)^MzK;qzUCsoo{Pu4V|7G7Ui^qZurO)AcA<kk<!NcZ4Ff#C%47aN&O_-wGB3hEu9*kFiJeM6v#x+Y4w^;3(Wa?B0<M9-<JL~U7PAFE>ZX6czq^e+Z(+GVV?AHL%66eYs??4=5==opy(|DgJ%m6%zDGB|1gOM3rXL}{F5{#>I}c7k^i!8U9&$pzm2?EZ(EX%8{gGL}qP>Q{ga@6!7sndEV6KZljixQWxU$th&1M!r-E#Ur-JAbE7T^)TpcE*-rr``foj0>Tw0tnXrti2v)nuYSs0Z!7+u}OEA+O3m(l~)XU{t=o3PGa3+WKO=<u|TA&4<)KsK(B|+p<ePI0y+puHUx5c6diU;!dK!i<cWf1+ry8mxrUiSnF{=5)+8O%L!{g^W(HXvnJlYu2PsipOLdZK?Dy!p_;HiELSwY<Ky-}IS7KkD#DFFYoK*M*xT1WGbRZ@-K*O_cAycz7Uxtx!?R1hHQTvA^jbW>iqyD2Bk)(heQ%k+4$Ndf5^H-uecSmz8+(aA>s(1c`u}4-A9syE06PRdWqwaUPUDTgAT=Jpic&<sTI3nO2Hpg}Lq_(#dZM4dCdTVNO}<~h^{Z4rf*;^Lc-kF56AZvV4nh~dqB@ShP3UO9MCHf6^zI!$H08KGFpB~|gB;GkV<b(#M-LA`9#DS2xuwHD3Li{BkUwfZ$G0Rt0C17J#sJ(t{qm|mLZE&>vqp%&{#sDKP7kTQFYP?NPN!MF3M=Nm#@!OXxUdXAFlp#N0;5pB)>{}r>kvA>`nifet2AOiI(r*GpW>9iRRd4Iu6z)`LMaA4NSG}^JVrymdZQ{pcj%|S%pV*-;{F!DAb;{dtNbHB78gFhRa=|CIJ^@-u1ml^!)5%w
718,dgaddes59,kL7sDbZTEJ,¿À·æµ¿,White,0.5,0.4,0.7,0.5,IxbVcb)IRzMWtT9N^9=EGYBHT6iz2Vpgd$hnwVujrTV8oGKvpB6JWwW(UO9{-Gm504zr0r9%tu2eQ9$)((`aXYhs>0#-16!&c{i=omRI$fLtj)>UBLmCghGk5)<q`r#J*ZKd8AsUr4RL7WddbFp4uj&b%c+#^g{wpXY(Umcf!gyOZ=kT?(DQy2WQb5^<`(_T*E)TYFkP{qfg7jp6D)cqd@LLZTTyW;XJ^mIezy@(5=@^4N$y2J8qw&_T*QI-(Uo5v8p@SG@&5yxJK+d_x94$ZCQ;g3%GbbWfK)%N6WDF8e3HQUeda>fLNVwPD>p%UP{I9;H{mev(kXiF+D9tF;8bq76R3oqo<gN1Y)*6{~zdt`d+wGTwl{lMordwg(iygCov7vrW=H7GZ@yD3QItMs{{SsL}pEq5xh$gJOC=<1Ao5A*4n>L#!*m;|N?mejY?WL!fd$wb@_4dL{rp2qR>_rglZYiqQW*ZhNIZck#VHZbb&aZY@MVV6a<1qX=-n8E3XW+`opuIuc^Pg|pf|4smzCc0`IjFh09Kv!Y<XGybeU$n`}%TDliLFqQv59wa$G-g`N}&_j$p8CD*@P0Xi1UTji8>GL%{wfaH7=7I9QO9He%^eIfgJEDZY?-8881r`&()UTC4aB?rc0~^&pjyD!Sdr0^{@n`@*(xeZ+V6H2_kav|n#lo~dQs*<j@&dR&3N)NQh0M~vQm8b)Xco^usOnfhFiF9_T#~WBexwM!wKkVN=eEW_y6?}v$VWLpvo<0>6w9r@%}e?_d1{`&SymfBZh&V%nC+InHj{WivPXu$75Z2|1&_8rJCWADGsGi3ij09iw`&+b>9D0g=Knvx3ZL~q;md))@sN=}ON)I!nFhi>W*G=TcE;mB<mnB+QiF&-26z#?kdv`L*lIk#&QP&GQd&;GB~h8b!!Tq&`$c;{K&1IUp_iIJ+el77u<3n1^8S)P-u?<c=0s0GpVx=KH_{!yZl68B4Fnj!fU^d_89@oZa$BUov#+;4W_n=1>M~J37`UQ7-Z2_Kap%83t_?1~nMjqtPRe1w($e9+RG||;ODf|%N^plh=*H5&M4d*z;-?Tm3dMoHVyeSGRU%73TCadUR<ENzN?e*fitWliU7M#rD`AB{2(XF2SaeUn##4yBqNb-jj-_0`^NsGl`Q8t|hbhNCBM|C8l2u>70o)is?h!Y?4V_v(X8K$|!^|5$0>PWV!%I)Upd9+XmU)RimijF~1%N-lIL0VIW@fOy8pRernn4l2vr+Otxk(d0m-s@zvIdsF?-w9Hz5uyCR=x_q
719,ggorry5a,3FD3QCdYbR6v,¿À·æµ¿,Red,0.3,0.9,0.7,0.8,!b+;Yc6U9$U3EFXOV!H0(_BG79xB^EcDQoB!tWzMgRPK1-VZK7n=73^@mxZ`PO+pvGlE+`&;y4*CrXY#JxJTT7I(luRWd?A9l+PW-csp5nsB_oFCDEvznHK;W`c%3gBol<oiM>a+m*z>HB$gSw&j&S#vGwPyBsY*ty%8B2VcrQhsnu5ZV1}G#G3@a;~K3$bFcTlftsbiz=y{_08RNnwZ{*?8VXFjj@+=nWT=Kc1<kcTeQ{Mk`ahLFyYaoh&T~sYaz#i$8Hfi!DmFeoc)2t{+RLuLZm-Wh8sLJy@PMyBk!>tLUOCo353r{`Vv`>~8a=^3Q*>@V$uFM2Es&=_)i4S`Etb(g&J^Z9rFNq}dw|YAV35H+Ez!KbBUIqOiUfZ?%x9m!(8`p*{y(igttyZ}ZmD@bFp1SaDuRqVG$}+qy8k^tS(-#Y-jt+0%9S%f8}qt9cD1rUO0(#`ru{WKT#kZ2MH0=vJrrg?vP~$zF8S_1&`m%<uBZ<`?IpE8b&$lqy`3*V|Nb069Pu2#lbWeN(Zq;A6Co+TmG9&~$jppBO?J3H&>T;{O7gEf+abR{yRx%Cfqb05roJ4$RH!w-FjK)j=Jn}6vWSa67n>PC^ZvoVn$EI6zRvr;Xf!mx*6|d-=J1I>)=QK?9ogx>BgjQR?s4QlP121&n(W~}MxYbFu1~f<g1_HBMixarvl8pRAVcUsdanjR1|VF&awE9Et})=e-(Lej8=c+0%W&sEiq5t_L+FD&W_Zp&rBvg-$1svVqTC}tPPr~Xnzr0Nizr~f9b>6K&@IhBPn9~qqTGo;vic-Idgfd|uKX)MK8S!ofkulzrMZ{9%9F9a*x0f^BE1*C#>v+|l~f!+24&_yjYbPTwTg<qg9mp%Hb(wF&*MHoY+o6^0a}PZ$T!D7=zZV6laX{k&9jcYs~haT9sS0=ENcQl+Xw|f(xbXRgBy`Qb|#g-qXQ5?AB_*cWo79<{Ty(=&{xX85;di~a)<7`ebO92turIP#vs_g!uVl7np}Xt8rF?J%g=m1!IYFd+Q~=08rjvopfl~iT7C#X&f1{A?OxTp^^vT-AnCS0I=x0bb%R&GY$OXnkwA&RYnm0kvjoyVD@@=&1q1Lstt6K|6MW)6otTk6MHtGxcp=L_7jY}UCC<P<(^6u;E7>AHrTy$b*118y#&IY<miG)lDAK#WViB}IwwS5E+0RNqE;AB8Hedrl{-6WDe`QR)?X*t6cFtM9;&c%}KIsd;QVYI4Sk@sxN>g(`XL=eyz%pJx+dmROBhWBFQss6)^s5Iy)TTW@qW^Bb
720,echoak5b,SNTtJwSVKln,¿À·æµ¿,Red,0.8,0.3,0.6,0.3,e~PfbRy{et{<}H91~<&U2Q)!I?!(tVuKkj}BOD|^%7>CaZXYf{bv2zo%{x86gwC8lx;SD#xT=sp0rZVO-MvJ-0(!tdz7s+~i_Oo!wXo(t<7K?R8rZBqZS1x`061wrsP1b&t*^g7=+wl&V4U<lPCS%9bV8p$0C+7xz(Vf7#^|;_x4g_h6NK5mn2-3r9TBZR%H!j{C8DLjR!z}AQ1$dbWTqy+rgD3{QZ28)OQhUAhCZ=BYAj?w9<Px<yF|ags`WrW{~t&|JhTTujpRZ;?-eybX3?>~`d!gI#S~P&yyu}m)%7bsGB(yf?rpL@a(N>^>xjNT%8qe9GFYO&X~U^MRvZdIm8;P|>eS{xVaKCBJ~z)l=4zxqf8@Qsg<s;o^{ak9_8FhQK(d&>h(nS-Sv8PA6ZddFqm<P@90!j(Dqfd8;*~K!fCEiGa^#~u%9}Glo~yb)b<wjwHH+)M7+$A3NxOnSQi$ljrN~`Bi3=FNtApo1K14u3d)O&IrAo9vzL3JcOKmSds}>zV5~vZswTG!c1Dc3H60s=1yL#$B9<hr){6nfgx(rRfj8DfrOs&5^RXn*r()ydf*hd|{hD$cTdY7v`H3jTHX{(Drqp%r3wf@Jyj>fV-3xfQ<S8y}GQ(zUp=<JC<ty`2p<FV<#*6c?=(=y&a$fJ=zSg_weP3025KU}sy{!Ioyg?d^(SVhgg_P*>tI`IZTwFg|kdL+2NCb{6eYeNG-yVl;m#ntCO3Rbs23*XT_%Sg>X>k#6;HGhylP&pJo_l7P&*kav2sH|VVK7Xe__|?uo|Cu|#%RGrcq6;NJJJwY{=0Yq#JD7k#*=37A1LT*ydNrQDhLN*B4I>x7wcXV}#xWc~2vO!g6$#osr7@DemUVkSqh8`ZVzWL#xF~JDYlnzG@Q2AiJ(lIa!jOPJ151#+9X0E|gLE6dPFDgzwWtU{G6K6lvI2`g9xI-|HY5;0lEfUpCG_M!b^LR`m2JttcwxT0R&V#bH@X}^;Nu#<=EB;)9%E-eN+N>48Y_!G!|WbD6~CH14q{ur<{H_(>geUanUn}X4I!VuHUOu)QdP6PPW-n&dg%~6{wZ9)2?+~8p67_a#uE>{?aInOb1~pQ(4G4|!Wfo56e+kq{z;KO_F4tL=3~o0Hg-I}k<7q9GY(_FTjC-=RZ;CfN+LnO?q6p<a;pkIuY9DwSRAfD(wC{fr^HG?C}a^o+HwOx+Xw`|PJ}<bTc%jQzIs}}0#Fe^_EZeN4UXzP{t6;MZqI5z)jt|Q4u)ty!HyC@@S-q4CIojtxVrW}pi@^rHA!#2
721,kroughey5c,cfAVCn,½Ö¾Ïµ¿,White,0.9,0.4,0.9,0.5,C5%wNIAUMFT9#P9earv8#$6)6g%2k{Q?G45S~_q)Zg;OgUP~T74y?RCBVcU5=MM%z4giQhC1dSBbw*%6i`{QOrZXr$5d0y(Y%of{%F4GtB6<-%E@u!vD%qz$^RU-G!m$26nu*0fNj|K<WlGLI%y%$9D@!Cm^TB;S;)#L3!<CdjE4Ai7l8}?Xlkl27ymg_!1ENO1?nR<Ki%H!-+PLOFi;8By_UyVn1;6FKegzIcOO|9n7OyEjs)80j_N65~+zl2$B>RLugUAIy`>h#3D2(SlmXBLKH!cjn7HhaZThaJG0_GUMCny)cFe!UKvF^k^uA{L(hRaC5wIW2nLg_z0oo(yBo`XQYlKaX(Qk@<@;{<*`D%7DqCf|6!R?Ql}K^q;v@ZCYYGZ2D3cVUn}K2N&8mcGG0;{X6a=4)F&Q=)V~OPEeSdRbUMb*v@7#>{=Y#hF7tBh`yP$`WJ0N(Poat%_*BSk+Cx1)KaoE6$%j&N{z84qpDg&}~^i@C|)GK<!n(dIGXO7JGreEQ3tHmZ$GN-v58Uxr#VF9Mr@=Q-)N(UaF-(a}fnRUV0QhTdDy-8*NKJW1Tp^hDsYfBfurUfaRw@?xIgXY&@AhO@>3iWN`t%${49X=yp=SO+ACZyE~e{=CBvPT+@#~ES)R9&|lU+-f|W|6GHeux)}gKo?92cX0a&04MEaAQg60Da*Hy*wrRpY?gx`U9^mP|`<y?&W|GW5f~kE!?T*8~x?`iiE?zdhGhwGb%`@0PqrTj}UWYP2+TRgB>np6kIyj6yl=_>$^5`5u+p1(h+^3elO{Z=@$|R7#E$wJOb&#?@%l_29QC$Q*FQukFq6HB@#rCd0qu(~aB24x_ths@|L{5x9f|ztaK{m2JTKfh-<5Ar|-BA3#N{TH$-Fuw9F5|sFwKqS%vh=e*X){W{D}t22RySimAlG+4a76q+XCaF}Lmp5+2H#XZ%9@lvF`1@4gY{29!ZDD)MUfxBBI!N9z3LFZe+>Y?D%<<Ml>(-}m6@?VewIGJD{Naok&Z<^ljj;g@eaa28p|cWTa}W(0<3nwI+W7B-wGN(LUGJJFayIri$v4EYgtIYdJhpmPy~U$x&6UE8q7;TcvN9N_@i__ZG6@|BcJv@{U@hC28MV)y;_97;C5NRYNh_YE)q7q!0%nZGU(I3lPn6qLg>^!!^7l1YOzMY9?lp*ggHLHAJe%$BdK0L2jnC_(<Gn2gE?BiJZ=xaM{a~Y{^Bh_faXKL^!+M8A0?u`22&V6?j#n!KK=ARD*`7!o{&7hdb*asMz9<|C$_gf_7VfX
722,sflasby5d,kqvAiK,¿À·æµ¿,Red,0.7,0.6,0.9,0.2,;U%lTYy&&LXdF4e@}tbY+Al#s7FpRpI%15znF1t03|o&sRXHv|J`kNh4rDpMWSXHr0^wgj>p+t~_RWnyV?<xPvh%<{Hvd6Djc3)ra5CjT5!kuEW-YBh0W-Eg231%-He72zhpfUs{m{d|1;^bzo!*Q;kSCr$Bw#H-5-aV$J)XHf4S&Z!Q`XqNDo+BxBC)JL;>zp3a`&ab&7{viO<Vgvp2Q-*ZY6-cRtT-XWkL2m2DP<6Ci7}P#hZ{n4vW6OS{g||oZm-4KDP%zHX=?w`!_W}Lte1I^(WIk4nJhR<6)#f2G%P-dN0;L&`!BN2p=auC_}(MC~|Q=x^AGqk)N(VJ30zL-V)M3rCH@aTa%+cYz)jla9F553e3H}rO)2KT0?+7tnr+`!atY4v=pE|pEi&{`yX>Y^6b?=-I?k;sOKO(la4Y!E)Y^b;~}Iy+nzH(?f1GrF|M;e9YE{8z|qP&#gT$PMegdp0<2{})e0WJ{*>rH4o^TpCJQV-lYg{7h%&>z+kY=V;NcuV6HyYsj%2An{hEkC+xI8GW`*lN5JrqXNR_TX5<*YE-%GkYqIAMP?RmRDbgP@c8ZRHdKJ+!eH7JxlURUftuH=h9mY^9x5{bmWdd0FonjZbWFb^@mx!e@L{v(P%J!6zWGb!o6?j%G%Ez{mVriPL~%_HAGJ(Ci@_+GX@f$#)B+jn$6DK*Hxj!y4C<0c3|-A!D-LNT|$HIL4`Aut0#y&2xVW!>jLPA9iNdTqcxC?(K8wW8s^TsV+Fm~j?A1ClO4JwM$(n<ZbrYIvwWCF#*WyUjbl$P<Y_0|_NSgMnE;!r&`Eriy?-D@%(%5Ckhb6fvs4z;3KRXJQw>J7U#82PhmsEo|mLU62DlikXeR76f-cu<YqR8MQt@Gj(vjmwbpn$I{6^ek|m_=AVN<y>N}Z11{>m{F({ATGs+VzIg~hVvM&xHhzvj%)FhyCqEECu1*xcm__A3%hz$gX8y>((Waxkx}@*C4(1#{B4QZ7+GE+jy0K+HAP#@O3)6`|g4!}Zebll%LULTb%a+=`vODO%gO&(DeleZD^Ukk4;El4qk`1>%m1zq+DDPgsmM;xJRsxB?*uO))Rou@%#^>KZ@CX(@?J$-;p|#0Aiw}}MnFIvBtBcD&j>bB_8SubA#cW`|@1r6=%4qFBu7*LsS4Dw7ZomjXCxN8C<mRtGI;p9@d%Q|OljsdU(rp7kCM^WNs{u#7{)Sz@W%pUX7F7{IN?Z)T;@k>81Rx?n@`!CeYg`&Y^U`TQ_pTB^UZ^lYRup$Y!r=ZsGEP-LxTtZy
723,kzelley5e,1488sImTwf,½Ö¾Ïµ¿,White,0.3,0.8,0.7,0.6,5<*hHHMU#72E$^%qA%>ecW@lPQadI<=nZy1%D8$z+Ki<?7#I*gi_5(~d0B_Q5}F7=`4Fi;fCAn>60vMQUVd*sHD@S4znlfX8}&WEv&z9g)q~tU)u@X;EXI~Uf*1EbJBk25XcU}3Ck?8<HHXkXY8@#*6FDb9x`fO=6_<p+q4AABvsv&z&;^>mXeHh~f+VEBYDQAO(_}O~vT)BoUF+*VNb5(x<ZwhjBWw1)TTcf+%h_f?%l;)kQpFoTE!^@w^&}QRAM&d{(rE`k!`m4^#8t;W&A+HT`L-axrs%ak=uhoG&F3w@AD|S!a>y+|B8sj)A&sOz>Ofq-qcU2*l?FyXQRl0^a|bxT;7-v$r)VZWzLbbRa_Kof;Ou$7QrI59Htq($HV!I1`>xSEnn-v*Wf8N#zIB#93)THUt~ydbz;l5=esWkpsEQFkfKwyCj%oBgLTf-jS}A8geZ5(~dP<Kyj$})}p1nW68YuxlU=e#h8okRu>VfXQdSm=P75jTX2%TKN@jk~s&N^zpDjHkA*+LyZ)`WY%NXmmfRW7eTh&pV)y(i8;&R#M-W?J?=O8E9a(tQ0sAtOP*3m*MEbTJISMQ^G<x}s7*zQzbXj*3>l-Wlb-V4|r%W(G&UCaZ|Q@e-83ip?Is@wJgZT>c%tfMnA@4WJZ2>i+USK<5NNkMs<`fHp3_p!|3~@kp~jlU+T(g1WOm^(nAFjuOber;aSYvu@2l)qiO}_~EI(>_Df#N5rf<+eX1Y2ED*P;F;CFqi%mc9g{9UhHk6B#hYopy!WTS%p4s+qkCjPttgwm&D3^3W|D=!!#Hj~0Q<E+b`saV_fC;LU^$UKu)PsKMv|aE)|@=QfL!lCH^YR#`b~>JwMuwDM^?c;@U#LzRmJH)T{ZW<<$L))+N_SeHj1-9+blG{UlOlB-a${lz6y%JmH~1<h>&+bE3f%KuQZH5Lf?2lBREn%8rXzC$V}Hg>m5!&=Ie&PUMM8L=@Bo#Qb-`blW+09)0Zc|^#r27l^vBn^}J`ln>BhrM5dxX1qdNOP)o)?<4YmG8G4$(E2DS63Yg-)2P76h=UqTP=yQ-hgNo+AQX@&fJ2w(Q6-j-+N~*j++rvvh%QpQ!gGHb|b^!D}H7e&m)z+Oq5A=jT7kP@m_*6%~*I6RIF46+MLLF?sc9I#tFEkXtWj^da6Z7pq)%|6^1H&9ZRHZ+^D5Q}-zBgw-S@#-05LKwZDx^%mB+>xC`o7scl~yc3W|T(1%1b3cD00cZDrXfxKsXM+(#G^ZA>uVZevL-Iw1Skssnsk$3O%qsRk9kt
724,dgyurko5f,YsqPcvX7q,¿À·æµ¿,Red,0.3,0.8,0.8,0.7,)efn@b{aRoD*QOVuI9?V%}qf-^@iR*(+_pNo4F%E+MSO-c5*I2#!j6-nB6+RN*k;{H8^8Gj&hPehLwvy1MTKKD~7;7)-OUpexBOD?KJ8?Ubwiw;DD_^xht_hdlYLv<+y7<746JFf_ucjFw)sQjrNT{5gwpF3hgXFgB<R^lJvDc8-l_=s0!M?R=)zjKGm#0@bmh<4cMi>V&cd@(&qO+Cc78E;}decKNzFG`aQor$QHdno5NK<@T`$PJaD_el?O>bKRrl5nqdb(NUf7T^5!%^I*paT3KiEqxRX}Ck~pkCei|%4Hb&MzWqZ^<n{OIFZNj}jKn!j^fOnw3d26jdy)FtsJ@nB(+T`RvlA5GG8vN8hbxXBA%Coz^O<dT&6@Pv{#Y>mJE}4kGo-V{bemjsrs=|ssCg{~a<jV{_oIoT#l4v<U61`nNCgGwzo`^F*eJ{H|phCGno`vbY_*WA<J3@j#;F#pTldo1kf(RSGGM?=}>r6mE%Y-sNdcm(hrW(b*%D^u_LcknAZXOuFv^J?f+QNuHE5j(i(>Cru5^0P+adfmlHA7Ipc}Ax^@FmVa%m=zZ4PKnT@!uT2X74q>5{lbB20`>ca}$g|rjr>!mUy?no7l2Hg2Vg1EdM0GPLCA7QdWvT0$-Fsld0Ulh%Q7w$ad&I{z8>MC=BdBux1j!`(U;|p4S3DA)1Fin!)70BCPR0t84~9WB*&fLzS?<|H;I>8%hH}3y$2r5Q*nMA@R09BfZ}}LRQ;9m4@QJzU+@bTqG$!=I$;)bJ*NICJtY}tCpxgo#M?ujruyj4V;NT-r*!bM*C7f^3W?kUy*=7;Dd`lFwGXdS8KbzmfNmB4nh~dei_$4FjyQwT}$Ra<iP+w%La$OI-7St{(cQVX5l_SqRmXcv?+)`ilfOt6Y=A}V-18qpoo#YD2?jAFvRt}v~>bN2%-r<=tQ<Zb9a(IY}1Foks}a5Y4ZucH8Jcz?y7RXYpu$^{e*?Q-39u*wACCymiHXLl!L~<%aB(;1L%OixVVcyRN0n3hHs!e`21hKbM)4|<_qq>cyI_n5MrOdGKV5Pk{z(U`p30DD(_7^UZh&T^5Y9Y*&~U+;!i@oU1--o8a?1YzmUp3E4`OKR(9_`%S4hsb?pbfZf(myt5h<-S;xRXz!X!zS_mUQi#+W=!-_$_t8+6x?q?A{<x`=)J`K4)T4kxfWsyoiEBydJ=t2WPd<F!+v9m|L(*R(<nvhw)&Uq0)J~0fxV@X>+{_`O~;3jTAyo?$^lc;AuHBb^j$lfqOHXC<9-Ub&xif2SWbx3f&
725,sethelston5g,yBvYLP6MpDp,½Ö¾Ïµ¿,Red,0,0.5,0.4,0.9,t5>JLpzkujcg#4yei+QYe5ye}I{M*1TD~H_mi!|?wIz{1ea<aF_U4>FlQ1;D)90o?ax+vvT%d+O%hiiN-T8gIRdByQ!FNJHE)UYbd${C3#(=)R0#>a*)F81xHfV-EW~ppHvV6KfJq*Ra?)mvW@;j41cDA2Cg9|M{TW0RRhRW(bvr5T71Hah5ex?Y&J(#UO;1>D55g?|&lhDLJ`!)AJkVWpkkVkU7E_<}UDskdGIti^m^WAJeBFdOQ&HTc@cwkOH=sZY3=y(S}J>kYZwyQKi?#{x$fC1P&-oK;1Ej+tF^E@p-`#sh_#8I+7bCwrBsLsJZ6~}EpT11$?tM8>haC8blE@9C>{(j{@yD_3ZQ?STCweZkB|8Bj$Q+V9J>TrENp}ecV3E-5!lP0!4#V(LQXJMT_W_{H^3#Bc*V(V_blmSaW#?(JQ0~nq?u0b<EPMx|xdWyC`VruBVni;G)^jLyF5UjPnl`&#Jjo2Z-qCEIND1|^kvYHA%d?vX+g9ydG>L@Qi2rwN$OPe3R7U`)!-PMRds&y*AtH<C!psSBQc-Fl?<;GIK5L3N82d%$9$(g)A%uJlWs4yPBAEY(E>ln>EFv8_OR-=nQ^L`mX{+q(TDDJX9AO-!t<j*_5#y1wf@PCRwf?Sk9DnIhSbH+qJ>j36I)+3BR)5h69n!gjjBki_7;_ll%p0h1J`!wplcp~gSzq1BF=;>U){`0-RrC->*E{+30y-nc0eOTu|Jq))${gU@Rt`W*VV<_UjRx^t~6Dl7+P=_u+{zBY7K-OTtQ`4+J(|O82$r3uhX!40a1HB|b9phm?t;s4ss8xVKe&dQix()?BMajFq$g;*i;T{;j;C$LY-ZmUS{@>+4x+?@ev-*O*evpAbjT`7b89qNiAfp(*4LFEDAh^#z==RvZ?h$c6KV*lz`)%#M@`J#<nL+|U;KBkxMJTdAdN-Co^7fd&qX!T`Mym$D7KZ6RYO`{`o_Nf^e&nCLc8b8frl1@^ZjdFvRfpfd9Ue|UYDaOu+K7-pBVK?$a6ei+QqEMqeZSVdu({~JzK94wYMq|Hzet9?s-&j9y3x2lki||sV5?cb&Z-PRD!qxn064V0jr+|%PTAi-o=U<!3Llj|JwN$A5{HsL;)I>OE*Hx`=CvBX4Q0STcC&21`fegWQp)T<tF=PE6DtcotV#qwe$LRoiuJTV7|W@@+9XRr4!R9LUV8&T=q&=j#^Ff4R#Q{I_@7$8V{H*Y9?A>9{y!Q$hCCub2HAE$@TwX>YK&Sx^dAyHwbw8}y^eN3ckcv0Jmoe&UEXiL
726,nreddington5h,bU4uvM,½Ö¾Ïµ¿,White,0.6,0.4,0.1,0.9,?LbSvU1)T_BR^KZil6kpNBb$isgEf@O|)h|ifCj%RpF^W{<Q=@_OZo3e&U9|$j=Bsr*@4$vgYDH)A(yY?W=Y_QDUAxONlSP8R$sA9+kd7^<gMJFmC!iCuNL3NAm(d{(S&H8(E@151ORE#&Xy`uhStvaatxo&CBvV^uvU|tmuwE288NA7$%m#)%=k?0lTZeveah35Tuqp;B?ME!Vl{|ELS_fjp02$jndt|!%+o4P;q8JGOZlF<7N;)9H6y5Mw%8t6xyIZBdG;I@vs^|Ew_F>&-gGs3BDD-$TD|6h>i0<`WrRBswEh|@~mAyp61IwQi!NOYq(aw>ycHzCfxKsC$<c~rqxEjb}!C983QCg_PbU;wk2~u>St%a7Qhp~@0%FEYYmY-`A)GtMtg`qLg385VvLGD4hsN4fJ|6FAl`sKW-MGk>gXyzdO0Y+xJ5lZXlgw_3gA*dQ9(?<@*@d70{>*cwj5HwTP^=TU__8U4UEG-y(JXC-tj9xWj=2|(g|$8qQS^MZ$6a29inx=-6{4yRhEFi?#G)w2Klx>nEGVDX{WnCz;-u0qUi`eP~!eSY(W=4+s8Y<8k4p?#_%A&;d7`zHW^Yth7<=r<|IzP6@Tcyb=a*xf^tH?1R99HvfPrtXr2(iIFOD%YK|qo24mDe7}*s-N-y?5P!I$_kWUJ~9nmen(xT}-cI>x5q6b00k2<kG3oej9-Eq9WGW{vPFrd#rLIp`bcA~GoTgR`ziRvM}#fYUojgY)Qs)69X6eKl2w)Z7JPU5M*YJ{r16KtiwGCUkW!{1~;eM67F`T%-AS2mHqPGxaFNH4QL0`tzkwbXt+RFok;q#qJLs34?2Wi&Ux%j@z#>->Jd;3bGZwflfS9&NNfu%-q;8j|NfHa8EygR9v-LU;<j<OHNYJ;yq~AM2?<%D+j!0f>{onEGiy2D4y4dlc(G2nUWoxbadyHD-uDgMN)aE`=sO!!}Pq7y6ICu}~kshHWyxQU@2m_CNf-Dqa@9YG|#$I_Vlds3c&&Eizd@^$@l`LVq4V!V$$kdg3&{5bct`&VF*g6JGAVo)#59Ii4^+?qVH2q6FT*Qy?_I1C$X!&9;2M2*<%c`HD<HJ7HQrONW;}Cwa&{pV|jMqw}Lb8Z?DJi)w|x7}h?&(;yhWAOZ`#>sw;Kv$YbxVtWd|=B%7P+qLRH18I1_Fq;}cLz+6ja9~zGxKLI<2HqJzrIw?=$fHlcn)CR+LU)%v(M>Ht%!5F`#s(-rim27TTz(fnS}hU3vT*S~mlF>^uUbLBNE4gC;@>tuVBAhV>WLV?
